Start,Length,Vib,Press,Delay,Block,FN,FP
1935487,3000,0,0,NaN,2,0,0
1938487,3000,0,0,NaN,2,0,0
1941487,3000,0,0,NaN,2,0,0
1944487,3000,0,0,NaN,2,0,0
1947487,3000,0,0,NaN,2,0,0
1950487,3000,0,0,NaN,2,0,0
1953487,3000,0,0,NaN,2,0,0
1956487,3000,0,0,NaN,2,0,0
1959487,3000,0,0,NaN,2,0,0
1962487,3000,0,0,NaN,2,0,0
1965487,3000,0,0,NaN,2,0,0
1968487,3000,0,0,NaN,2,0,0
1971487,3000,0,0,NaN,2,0,0
1974487,3000,0,0,NaN,2,0,0
1977487,3000,0,0,NaN,2,0,0
1980487,3000,0,0,NaN,2,0,0
1983487,3000,0,0,NaN,2,0,0
1986487,3000,0,0,NaN,2,0,0
1989487,3000,0,0,NaN,2,0,0
1992487,3000,0,0,NaN,2,0,0
1995487,3000,0,0,NaN,2,0,0
1998487,3000,0,0,NaN,2,0,0
2001487,3000,0,0,NaN,2,0,0
2004487,3000,0,0,NaN,2,0,0
